,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1355.4077275,0.8863270606967447,0.8878019581307607,0.9033873823982687,0.7355586059912763,0.5121187722523055,0.41740297941874704,0.7737395956012014,0.3524521064518173,0.5872753890525442,0.22776826166136022,0.36575298765677783,0.8181433446937322,0.29144026955260993,0.3772396701751301,0.8798641532543479,0.5342532135522338,0.4933149281571276,0.7381202926441907,0.47794425143046354,0.6134779507569083,0.5029096019802799,0.8429802494585826,0.6320649032554879,0.8303643797400243,0.8352865163503241,0.8674564281982727,0.8242687540939659,0.715913297068094,0.865645501053112
1361.07904029,0.8855048067240654,0.8858574801884432,0.9035545070278,0.735117898796762,0.5066091069890136,0.4189169132512775,0.7668893186466568,0.3546194391992658,0.5830287217458295,0.22932337415554957,0.3715488952977879,0.818659274385148,0.29211925108037856,0.37851004590176035,0.8726774630837095,0.5364073617238239,0.49421187108140674,0.7305004656381159,0.4769261567464574,0.6113547794019286,0.5017395959849374,0.8345476896721029,0.6286272375651982,0.8309796158562316,0.83230039310088,0.861609320655522,0.8280102393233946,0.7098890379779296,0.8629347001685556
1366.77987583,0.8856220387090937,0.8836798653401072,0.9035780738468824,0.7344696633313467,0.49895353300057027,0.420170687046587,0.7606079519143366,0.3571681051668418,0.5785837118736226,0.2310818173921694,0.37780935784479175,0.8182665219688313,0.29292052225593956,0.37962128914093657,0.8660149664490702,0.5385263663301195,0.4948734903997418,0.7217505667852434,0.4756956711840723,0.6080902841851599,0.49967026569936107,0.8238566667137512,0.6231171553591273,0.8323999759698851,0.8269997712368253,0.856274270874565,0.8319900701078194,0.7040029840225933,0.8601203896394826
1372.46681289,0.8860537239864084,0.8813081100985813,0.903334093686841,0.7341507646334426,0.4898010499549835,0.4211549451341356,0.7534509393333574,0.35967521434394123,0.5737050302125541,0.23298654686063755,0.38418116571760835,0.8171996880035207,0.2939341257827311,0.3803846993863473,0.8559672072582838,0.540134733553965,0.49438431872429683,0.7035460495287833,0.47282931663128486,0.6049371142239163,0.4968642757146833,0.8072660153103419,0.6126481852728741,0.8319232369134094,0.8186366163890446,0.8512351401359521,0.8356269395798603,0.6978155916648817,0.8567968243909958
1378.13342967,0.8863272616451839,0.8782900032776952,0.9032963787540682,0.7340632312872456,0.47980156160594667,0.42167049194980677,0.743116894746901,0.3620284405660815,0.5685435972230534,0.23481738954899525,0.3905648943295416,0.8150480099557957,0.29482451860511805,0.3801180075906005,0.8407656778384553,0.5411826430097095,0.4931281086396499,0.669229749286741,0.46450125788513175,0.6007796439134117,0.4934216608028087,0.7799385493927959,0.5898592131396135,0.8287302602868467,0.8065391680552694,0.8464962542401883,0.8388674784492179,0.6907836920769964,0.852766687735069
1383.78010777,0.8864130166958053,0.8738496636996524,0.9029532026684909,0.7333528158698737,0.46817195875922285,0.4224981404087154,0.7282198158725244,0.3643515975279097,0.5627959126896925,0.2368887846077897,0.39696090159451863,0.8133949875154394,0.2956318661361589,0.37739140670644045,0.8225817668887012,0.5424085427210792,0.4904364897296885,0.6370565385443077,0.4526049918807779,0.5931168310017456,0.4877731723208106,0.7356924141003096,0.5445348064724119,0.8232457112275724,0.7905744186306102,0.8422609952271158,0.8427508575638898,0.6822372349263711,0.8477921154740801
1389.40721715,0.8865570306789001,0.86967799359479,0.9017883790434534,0.7330192311753723,0.45501275819009435,0.4237482804205822,0.7086999053998444,0.3667389922907215,0.5555074654591183,0.23869620177414289,0.4032744122973621,0.8131617242481661,0.29652778301691585,0.37318377616537285,0.804909485980496,0.5423282657672839,0.48476735230434675,0.6224945713733255,0.44526630906565445,0.5838272509097753,0.4793074767248186,0.687537801502636,0.48960545015426243,0.8156608456319037,0.773183816754969,0.8381665024480699,0.8459916631851987,0.6719816405518558,0.8416713344904003
1395.0151167,0.8864931981378069,0.8658231387573215,0.9009789258517084,0.7329085425729535,0.4406951347339328,0.42515716597486597,0.6841450529221672,0.3689593761118083,0.5480891711434225,0.24026507025158347,0.40951218841511017,0.8132590095797974,0.29733769659755366,0.37395147113791466,0.7919710255511274,0.5402565224567628,0.47355304533998555,0.6266055862965536,0.44586842271695565,0.5734764135356607,0.46848486600563816,0.6749457631421475,0.4803644663053885,0.8054323899816382,0.75819423411034,0.832502315026551,0.8480609970680844,0.6600026640099724,0.8337153988477592
1400.60415467,0.8869054704533452,0.8616331810172287,0.8999240929688299,0.7322120062045903,0.426951158794346,0.42668371151911055,0.6528852329843154,0.3712031111708285,0.5429856287129791,0.2419689980403607,0.4162657992905733,0.8132638515355393,0.2982760036110151,0.3784544868248939,0.7884882942879701,0.5379245070214719,0.4546550831408527,0.6413462932634019,0.45323551343952767,0.5615752230728469,0.45568235238708293,0.6777823985524289,0.5263579827234623,0.7911985984528916,0.7447851434891608,0.8239043946228795,0.8500378268831366,0.6455548690861018,0.8240346478678173
1406.19775036,0.8873427814165639,0.8569358812060881,0.899209711586933,0.7311717847764397,0.41650446107714284,0.42836616051798776,0.6127181633261322,0.3735518736822402,0.5393087656409198,0.24413315890100826,0.4235438066691522,0.8127672857660426,0.2992265692000621,0.38217291308663803,0.7878025870505901,0.5361232765670754,0.4339204200768778,0.6538378750917108,0.4620321314618439,0.5501321614192997,0.4433871065131468,0.671637287917746,0.5689758538041465,0.7714419873035349,0.7291164772278353,0.8121482597449411,0.8527117417770251,0.6289982874950582,0.8127644078305127
1411.81328293,0.8874039886892956,0.852941578992885,0.8992937993017569,0.7302538623929345,0.4109344495533081,0.42966251131592187,0.5664638967917808,0.37598031850292135,0.5349849221668709,0.24654354639264656,0.43074222810959434,0.8128326409258217,0.3003261921308656,0.3847326626218289,0.78142560610106,0.535303165710794,0.42795690094092764,0.6615462181879195,0.4696165890320977,0.5435418655452506,0.4339826106705427,0.6645097480550181,0.5900396629633955,0.7441234229879844,0.7100238283177013,0.7974744551321048,0.854942479930682,0.6110954677519604,0.8002480601501812
1417.45083527,0.8877346630337712,0.8496284598028635,0.898931831701409,0.7292013060326701,0.40946741497972766,0.4304564318889426,0.5258445252377346,0.3780947240495497,0.529799771219459,0.24891311278674158,0.43794595137150727,0.8137003352999433,0.3014059557305725,0.38702574908627574,0.7905510664136072,0.5365011111420098,0.4432198681358263,0.6649795253801705,0.4755951860684867,0.545073763674467,0.4284042177429904,0.6643782136492467,0.599621117468452,0.7041991137938195,0.6909611740814854,0.7800327427950121,0.8563878292489555,0.5931871281523456,0.7880055175660243
1423.11049053,0.8886650307000539,0.8465295589212118,0.8984917126137318,0.7278502367027334,0.4104387672513728,0.43133616008439785,0.5054506224866068,0.38009920002783315,0.5244461710174133,0.2512699342121363,0.445241385740646,0.8145130229360988,0.3023856231235571,0.3888579062170056,0.8268115884543553,0.5404286567579311,0.46561349908234206,0.666331883870505,0.48001725146702334,0.553636958298005,0.42611890761173765,0.6712570939940594,0.6053103444038967,0.6544457393276992,0.6765905234152305,0.7613938100631205,0.8572675359400239,0.57633811838037,0.7771761462956466
1428.79233216,0.8892989064112428,0.8437000794853712,0.898063290236499,0.7262011837532473,0.4123888980576448,0.43218438850372215,0.5120669098489088,0.3821710457457357,0.5188315802023566,0.25373846667251104,0.4526180921292555,0.8148086070322782,0.3034377755594635,0.39020256073082593,0.8583827958773284,0.5459163959921758,0.4826612469007505,0.6675279988930624,0.4835746503278714,0.5640447552050784,0.4259479512653456,0.6817212106618481,0.6097361180194845,0.6313729000758201,0.6710795015592367,0.7429093790952048,0.8578517427911907,0.5613882293491217,0.7682705589157973
1434.4964439,0.8894891101193475,0.8411117672889252,0.8970062085625714,0.7243141116194174,0.41463712979408957,0.43301898935799427,0.5384822790986409,0.38418251050925295,0.5128239215242956,0.25635325407441667,0.46030959987094444,0.814820867810831,0.3044642927423138,0.3915157319096466,0.8785503162440429,0.5514586612973637,0.49306345676960367,0.6688008322516129,0.48662746489234754,0.5732349921439566,0.42886790044715833,0.6928560366460705,0.6135710184669615,0.642646937440192,0.6748610372346121,0.7228730782222996,0.8577840501917884,0.5481456999823893,0.7622768257703909
1440.21938683,0.8897076548600162,0.8384957206976739,0.8962212120899303,0.723100335879544,0.4167475203910397,0.43392799966319495,0.5722825731799752,0.3862526782151955,0.5062582571316199,0.2590262249791554,0.46791133662312545,0.8158146988381864,0.3054302000955748,0.3930842464011128,0.8906882207213277,0.5558783373404131,0.500029673193894,0.670394230353311,0.48940269179619117,0.5806223462297904,0.43627368461057847,0.7028437718340852,0.6173948543896958,0.6590054950754609,0.6852214187387385,0.7005650170410406,0.8564263767268576,0.536383975229144,0.7589825671191504
1445.9515979,0.8898813079193675,0.8360148390896064,0.8957205391758549,0.7217521809136157,0.41853978707627,0.43452472165641176,0.6038955532237626,0.38817291825697564,0.49947617802633776,0.2617986442226906,0.4752811811720068,0.8164046447292544,0.30647126791763074,0.3948306734928015,0.8977371911472191,0.5593840019710093,0.5052673628831776,0.6720525260115455,0.4918257398555079,0.5857077944955376,0.4466312555612776,0.7108296876757295,0.6215520338842688,0.6601638554259454,0.6983465084441084,0.6839885571914354,0.8538017146767874,0.5257218644474485,0.7585036502755168
1451.69304835,0.889973545376402,0.8336470389617856,0.89571664896401,0.7189935749066755,0.4198482187419836,0.43508590792047636,0.6275319039222815,0.3902072205500949,0.49273151854957387,0.264493997113246,0.48264815077655243,0.8165516741322002,0.30748391411225945,0.39703160373559365,0.9024815760835737,0.5625057672396506,0.5091786881079549,0.6737541757502084,0.49396082343973335,0.5886819732679562,0.4552412142270952,0.7167114117472646,0.6253476346875348,0.6485639181495467,0.7124934346792094,0.6827202413009166,0.8487478243225022,0.5160885956514956,0.7598575135675121
1457.44370948,0.8901293321940653,0.8315786750746413,0.895635174730143,0.7150096635310248,0.4209301823241753,0.4355937139739057,0.6401670920969658,0.3920862095239339,0.48592483348117693,0.2673730177170116,0.4901027096453569,0.8174136015003111,0.3085044518569498,0.3992384527614602,0.9066706489608283,0.5655023519117779,0.5120184062554036,0.6752533850898064,0.4956650839748022,0.5903989992610758,0.4605994041221866,0.7207932663189521,0.628380343348981,0.6333703621771032,0.7249032392632772,0.6922351163497814,0.8403479745095961,0.5074844157115425,0.7619368461751835
1463.20355265,0.8902039058318122,0.8298243909116398,0.8959313050828446,0.7085809414083931,0.42272354735432965,0.4361065739355611,0.6446917171152297,0.39383107005342005,0.47878751221209476,0.2703209965408381,0.49762987422130817,0.8188245151485694,0.30943383795449686,0.4013322914718628,0.9098162663729759,0.5680613414559774,0.514426641419099,0.6769055568202862,0.49721279589506195,0.5925305670148353,0.4641329068173666,0.7249377217554354,0.6306802527651874,0.6182546151254191,0.7326990074050891,0.7018464447764324,0.8284913125352931,0.499714766484052,0.7643499859593416
1468.97254925,0.8905549975455679,0.8281764084606875,0.896568158433013,0.6982230837249251,0.4257088648047637,0.43646542810012195,0.6535449432763681,0.39559863259800854,0.47175279221823646,0.27312684967733536,0.505449603050919,0.8196951804130489,0.31037016639491605,0.4033940595445457,0.9122927100328977,0.5705860300094766,0.516725599354731,0.678679791185056,0.49845644992260724,0.5952003401084816,0.4677381621271972,0.7315580539654187,0.6327831925233433,0.5957699545916763,0.7357603912110271,0.7084093566392925,0.8151111346384677,0.4927786373649238,0.7668689468827682
1474.75040717,0.8912728072417477,0.8265744674310551,0.8972681402367776,0.6850998033877491,0.42954325004487,0.4362573397114297,0.6752846795329284,0.39733025280976914,0.4647615536707052,0.27611052421965254,0.5133740192091375,0.8207371738886455,0.31136099984795873,0.405221029965902,0.9149690999858167,0.573228429899346,0.5191177964213137,0.6807500366055237,0.49970915279035305,0.5990380937536283,0.4717109145986497,0.7410152263637003,0.635191626685318,0.5683313137721938,0.7375332227955366,0.7121740219068888,0.804104411654848,0.4870277378564706,0.7698165385268168
1480.53455271,0.8913560394197454,0.8251809081248167,0.8981347918113766,0.6794440030192915,0.4335768976300491,0.43561765280024234,0.7025325748168078,0.39912514970834584,0.4575917234268535,0.2791035516212976,0.5211872072120024,0.8219599968981098,0.3124218625756012,0.40704984359805024,0.9171463503094214,0.5757736867153286,0.5212560924555935,0.6831504847748884,0.5013663556508879,0.6027379192512058,0.4757520322780255,0.7514887392817176,0.6377059107138543,0.5736573019871697,0.7435839673657866,0.7134422563575853,0.8020498165684001,0.4823671038880466,0.7735907664691642
1486.32495713,0.8913426210473007,0.8237705757075839,0.8995121159022035,0.6881841517903057,0.4375690274248098,0.43498254755241134,0.7275040822884615,0.40068891913015353,0.45041518017499704,0.2821838790547521,0.528963456162135,0.8235649086015159,0.3135510025702019,0.40860718698216164,0.9188968259934998,0.577958082617667,0.5230544934852177,0.6855054296076051,0.5028987900713736,0.6057671162211593,0.47936447597570414,0.7612029165328634,0.6401894383890744,0.6185944233201516,0.7534835631764419,0.7126576579740106,0.8123817886116702,0.47831077118325704,0.7776374997623801
1492.12159183,0.8918165952577584,0.82253923363762,0.9003758616567593,0.7030455516484898,0.44140249034495155,0.43383494137098233,0.748789529190011,0.402365348970558,0.44330546973880974,0.2853844810519602,0.5366103168814219,0.8246899245840246,0.31462172624788687,0.41003157899457804,0.9201125615897027,0.5801654688054481,0.5245192309941781,0.6878356659178891,0.5042726722134626,0.6085541817773921,0.4826154205393249,0.769853241109403,0.6418481557988486,0.6584310049483995,0.7633966114914215,0.7132147464879673,0.826832077750749,0.47416903407809724,0.782116475568325
1497.92442836,0.8922043957407287,0.8215542844494151,0.9006689830047439,0.7141319247393728,0.4450627514245956,0.43199706755237893,0.7661955109744523,0.40413711220402193,0.4362113575658177,0.2887484184434999,0.5440701595734665,0.8246335873063538,0.31549624963210854,0.41137165205753806,0.9208227182103731,0.5824647971453576,0.5255342806943804,0.6903391866371472,0.5054938508033725,0.6108980641321348,0.48545056159015837,0.7776613815037777,0.6432583152436924,0.6836750665132779,0.7727087461457173,0.7195208500166103,0.8362149600339353,0.46986156025749404,0.7865798432667902
1503.73343845,0.8924499979702251,0.8204383500545469,0.9011308860548326,0.7204061421985509,0.44842176755408597,0.4296526418889953,0.7799469832125733,0.40585670370584453,0.4289251539493649,0.29213065572564234,0.5512596834958727,0.8245007031392588,0.31639497723067234,0.41242450208607034,0.922189373452904,0.5846110157994824,0.5262013569030042,0.6928453645297987,0.5066397733761238,0.6130454300640765,0.4880818552343038,0.7845942185888422,0.6445597547205331,0.703654073682292,0.7814938547691722,0.7301386005715718,0.84076456848835,0.4651840346313102,0.7907941829972531
1509.54899004,0.8925997726303079,0.8195376072326876,0.9015743269233434,0.7242597030338161,0.4514638488967142,0.42709714689105,0.7915191912112753,0.40744073999257835,0.4217153882237913,0.29545838624511056,0.5583199648841782,0.824753038870018,0.3173852419251079,0.4135143929924841,0.9240703043905016,0.5868974329099316,0.5272413745984464,0.695608000982599,0.5077953861246347,0.6152786220165644,0.49038200550381333,0.7908727372209562,0.6455035111764935,0.722516221626544,0.7890730493754771,0.7398943037419383,0.8432475955916867,0.4600279624727875,0.7947673762755308
1515.38336105,0.8927076163833952,0.8189501271258259,0.9018778829886421,0.7269931875173175,0.454317075263047,0.42449707987938096,0.8017272224146718,0.4089730361931333,0.41462833156966133,0.2989641932186562,0.5655384720090217,0.825844884710749,0.3182343689384685,0.4148685693988392,0.9253100140071695,0.5889743155923606,0.5279857100546621,0.6985699341596913,0.5089094104081027,0.6167757584570532,0.4925449588305056,0.7965959519280743,0.6463141830357513,0.7375836859726355,0.7945199905600159,0.7459884662860176,0.843847448967321,0.4545904164586541,0.7983335580659369
1521.23658861,0.892874967923423,0.8186543800076038,0.9020006685597535,0.7290475075966315,0.45686761150378474,0.42176763440422854,0.8112823385170651,0.41052701714612144,0.4073881378907713,0.30242858956455954,0.5725386588691577,0.8268616147003618,0.319177137331799,0.4160250852900786,0.9260850615345738,0.5908268072743469,0.5286305130181153,0.7014859843263223,0.5097812344708661,0.6184051534956531,0.4944707834002878,0.801842471547827,0.6468007294785948,0.7480704327673239,0.7981788951442578,0.7485160898349559,0.8432184166603829,0.4486689121509487,0.8014501180229469
1527.10870977,0.892950604516499,0.8183111136324206,0.9027945638680589,0.7305049902645043,0.45925497685166783,0.4188039900261354,0.8197260165481993,0.41181230405634567,0.4003404113613028,0.30581195627650076,0.5795932760841936,0.8275958475750883,0.32011942221315626,0.41720369864047896,0.9268390198006217,0.5924169942998484,0.5290082525650063,0.7043871127750291,0.5106047766820184,0.6200256283154592,0.49622378208776063,0.8067907491947897,0.6465597967572693,0.7552584959105649,0.8002410449811619,0.7486407980999724,0.8424845882033429,0.4424846958035528,0.8041317758982982
1532.99976154,0.8930701044807905,0.8181229376521937,0.9039956662776786,0.731587472930409,0.4613523598769387,0.41587364861654236,0.8269251772978842,0.4130532580007197,0.39322908970698234,0.30934484128946327,0.5866361262443447,0.8280424093507898,0.3209116660647035,0.41837649251378395,0.927904323735685,0.5943214397603733,0.5293774290945898,0.7069199537910985,0.5114442670605106,0.6212584314758886,0.49769182320296096,0.8115471273968996,0.646003125963476,0.7602342731081847,0.8015530227667059,0.7482422635194655,0.8417004066385136,0.43619403887957836,0.8066054098876301
1538.90978084,0.8932432556677922,0.8180790176936871,0.9049912596578791,0.7321407320215033,0.46328890355263397,0.41377428915069286,0.8327785447224316,0.41432036502579667,0.3861180030268527,0.3128631588265355,0.5935055774717176,0.8290270689891966,0.3216844833285514,0.4196641928509522,0.9287319856060013,0.5967518205915157,0.5301050623930947,0.7091325255438533,0.5122778889538446,0.6226450261802495,0.49923794745834915,0.8161220802556886,0.6463967560983541,0.7644962146660056,0.8037055902869761,0.7498175102929117,0.8414084998048152,0.42998506023876154,0.8087928994894811
1544.8387776,0.893441965361869,0.8183079631146988,0.9052228193733833,0.7326238634112899,0.465049026195904,0.4145837039994697,0.8382260843047667,0.41560546023311556,0.37927004388211105,0.316313154230274,0.6001749439017943,0.8300109632815598,0.3225667290006547,0.4210459128260467,0.9297675477567265,0.5986586156547593,0.5317822839332728,0.7107391520097744,0.51318012593028,0.6238477594210797,0.5005169962896814,0.8206165043490656,0.6483165143075137,0.7675431772894461,0.8071732618560323,0.7556492181406085,0.8416490212786378,0.42490605148617305,0.8106497795676451
1550.78660554,0.8934641895869033,0.8188255957148637,0.9056457735537834,0.7332647328614335,0.46658366110226523,0.41840790636777375,0.8433831111656714,0.41676636360558356,0.3723720999567473,0.3197396553319443,0.6066397530877947,0.8303767293678177,0.3231700239988269,0.4225355306454464,0.9303971043227404,0.600381867632571,0.5336486900862126,0.7119609305895322,0.5140813412547921,0.6243551025171119,0.5017660668281109,0.8244400721190351,0.6507833191813616,0.7695538125482898,0.8122540149639282,0.7655314848261215,0.8426701269914236,0.4222231046266878,0.8124393216486405
1556.75329898,0.8936269202039259,0.8194296084378941,0.9060278406995974,0.7339142074196447,0.4679267557649907,0.4241435637041369,0.8477852458192792,0.41779519574463997,0.36554917631490325,0.32305315309311194,0.6131049825043313,0.8308374147093556,0.3238155615013022,0.4240375810787083,0.9305400302790581,0.6019426896352036,0.5355497783273031,0.7124338349363359,0.5149856044142667,0.6248563739149153,0.5029638517389267,0.8279433635748554,0.6526382399833117,0.7709132044752082,0.8176376563580807,0.7773913277613522,0.8442737382248698,0.4216516668519987,0.8139813433662051
1562.73889214,0.8939266328523519,0.8199867236723496,0.9066778792880693,0.7344273201458545,0.46906934002528256,0.4303379209973786,0.8514763181583137,0.4189850905744155,0.3587648928032792,0.3261905885667162,0.619356253408466,0.8315022001529311,0.32449845190102394,0.42534316307677567,0.9308605162929973,0.6036569743938303,0.5369801283583909,0.71273068347237,0.5159509953469,0.6258901409616168,0.5041212710172489,0.8314208087232131,0.6539433726657218,0.7717985854187187,0.8226031756916086,0.7884460909400606,0.8469871993451031,0.4216909938226024,0.8155222738234049
1568.7434192,0.893807028824291,0.8206420068026864,0.9064100206593196,0.7348727938528905,0.4700236177264359,0.4361464081654512,0.854762780174624,0.4200546775395677,0.3521392457803093,0.32926399971562026,0.6255354355085286,0.8316868865115257,0.3250599679319871,0.42683095079620526,0.9315220502270295,0.6053224544823098,0.5383827909914396,0.7132491614735619,0.5169669569348283,0.627153249090917,0.50541733126568,0.8345919009362998,0.6550343190452355,0.7717968774865687,0.8267570253573258,0.797743781960626,0.8499255653360506,0.42138147494239625,0.8167958488771961
1574.76691423,0.8938970727894072,0.8215720135134728,0.9060785137799349,0.7350765682387127,0.47084737416776673,0.44148881597792045,0.8578256722075858,0.42116259429275366,0.3454851442495423,0.3325801789384042,0.6314747996097236,0.8316120798432242,0.32558125398572263,0.4283359407749167,0.9318654870049623,0.607062799146453,0.5400611292236926,0.7137300254453075,0.5177807284461695,0.6285189519600782,0.5065079610662218,0.8370132140117017,0.6560385538330286,0.7715605599645813,0.8305697429839848,0.8056718988036519,0.8530069783191978,0.42045110452392354,0.817989202138697
1580.80672696,0.8939283033796113,0.8221551495723072,0.9062262071366036,0.7352300853498145,0.4714661491155828,0.44665001368564133,0.8611461926584658,0.42221107324235513,0.3388968998577159,0.3357794079606228,0.6373425460067265,0.8317835220826265,0.3261330398935977,0.4299477880069268,0.9323059113456069,0.6090026465911341,0.541887957290015,0.7143027162825832,0.5184349913805726,0.6290741339954007,0.5074448808094875,0.839383037831829,0.6569851348887941,0.7709691056122723,0.8335274764025018,0.8131523715567401,0.8557634167362501,0.41888680248886057,0.8190130979400946
1586.85843732,0.8940555292167319,0.8225308759472328,0.9066491743759196,0.7353283005848601,0.4719828892879469,0.45163070712100983,0.8644252344550664,0.4231509911388208,0.33253999370877496,0.33910473778653083,0.6429469747419586,0.8320932155591503,0.32662491373003294,0.4316045740233001,0.9322536807233291,0.6107602814613228,0.5438110175393768,0.7147028060869203,0.5190913902796704,0.6297218387158164,0.5083553825407281,0.8416953471681718,0.6576385517275286,0.7702919754142171,0.8357328686561785,0.8200042150848665,0.8585990120876484,0.41665300861285814,0.8201269965777404
1592.92202448,0.8945276604423963,0.8228042392991601,0.9068950099700469,0.7355520698593333,0.4723783179211255,0.4563050545012309,0.8669338934225093,0.42397431801033714,0.3263161953138073,0.342461783827714,0.648198941128581,0.8320552963432873,0.32717935262634473,0.4330945175594827,0.9324587196184762,0.6123838539312322,0.5455597181745292,0.7151574743397914,0.5195858053251987,0.6305748956745221,0.5091423020290301,0.8441341396148299,0.6582245603565261,0.7695779607784412,0.8379847010569993,0.8262586272191553,0.8611924712940587,0.4142172139605583,0.8210123528727935
1598.99746754,0.8955123426945757,0.8231013131307379,0.9062489951638201,0.7352430773634204,0.47263849553169557,0.4606606117500169,0.8682461759850875,0.42470702328120197,0.3200446918549797,0.34574127908600194,0.6533431403524915,0.8320107879841947,0.3278257392554596,0.43468630471667,0.9328995562599268,0.6137374096201501,0.5471697747955429,0.7155028885894602,0.5203665804169744,0.6318131890965465,0.5100369279904821,0.8460195970090799,0.6590761806143834,0.7686880116676146,0.8407610059462312,0.8326053900497135,0.8636663920892168,0.41182179050514817,0.8219817452329002
1605.08474557,0.8957684523413827,0.823475583393314,0.9058085952142074,0.7352583685472659,0.472764068790524,0.4647425961608539,0.8698517918797186,0.42544521630823817,0.3138340348713936,0.34884347029692786,0.6584115117465735,0.8321048781144328,0.3284751556461574,0.43620990066611565,0.9331886654538201,0.6152373004088603,0.5485386621022555,0.7155571002995812,0.5210267563210627,0.632640366065118,0.5108329912107866,0.8475939923064826,0.6600349417042872,0.7672174995724775,0.8430960586401852,0.8389320982880278,0.8659511077742461,0.40957909472910814,0.8227907941859178
1611.18383758,0.8955744660617128,0.8236869232678079,0.9060459237902256,0.7356698073915381,0.47285673619703716,0.4685858032536571,0.8716092207615381,0.4262466099648883,0.3078137156380656,0.3520207472787415,0.6633950307981362,0.8325129240985404,0.32908453533406157,0.4375756809683625,0.933200305166991,0.6171193385264793,0.5502586361956755,0.7154744823708965,0.5218639095411158,0.6331573582448196,0.5115419423034726,0.8487591999322404,0.6608028303070472,0.7663655128198917,0.8446524875869518,0.8451150768004705,0.8678132176264864,0.4078471873500791,0.8236365589986636
1617.31109985,0.8955443094707785,0.8240737866600835,0.906572997465781,0.7357852917003507,0.47274957802523543,0.4721363356198852,0.8734424221837522,0.426686209509395,0.30213420653717205,0.3552493059083682,0.6678950829649852,0.8326111179439186,0.32953928670469346,0.4389271535394276,0.9325992203107204,0.6186288297635452,0.5520342947508341,0.7154077647633097,0.5224151098780558,0.6333834066180444,0.5121628640736041,0.8501148120649242,0.6614179624891434,0.7658119030613915,0.8460377253406999,0.8507798789626664,0.8693462364726163,0.4068496758300436,0.8243538624210653
1623.47024896,0.8957194656708461,0.8237622020410583,0.9069965688655287,0.7356694517819202,0.47267538964573996,0.47559277589313964,0.8748316839443234,0.4268618738298193,0.29651786303667643,0.35845651457822825,0.6722813815283842,0.832373554616579,0.32982240152659187,0.44030725430306594,0.9317327878332928,0.619887539639134,0.5536138994264214,0.7149821945604218,0.5229026167826191,0.633187674697777,0.512685323453069,0.8513448261633279,0.6620046959030019,0.7650714533675237,0.8475220516739492,0.8555851438670614,0.870751573463397,0.40650722908644715,0.8249840113902802
1629.66154068,0.8957908045274285,0.8236247728715108,0.9068520332969466,0.7357592350371047,0.472439685139648,0.4792271875922181,0.8755587084672862,0.4271524555047395,0.2911646017948568,0.3614731784641889,0.6764641210030106,0.8320875526853982,0.3300050384373369,0.44173305082800296,0.9311912985627243,0.6213055059194332,0.5551278449170389,0.7145460765238929,0.5235745106722591,0.6332549442614197,0.5131699111845048,0.8524678687021359,0.6625122995914973,0.7640366563522372,0.8486343758934269,0.8600271873845423,0.8717715643006061,0.40674563161707766,0.8256122562898299
1635.88523392,0.8963692941121592,0.8229147855748175,0.9064203135059956,0.7358219291597909,0.4721301839285535,0.48275974079339135,0.8758921684234154,0.42740713088953936,0.28603310288901457,0.36464966045982505,0.680648708483152,0.8320266901532736,0.33022533481659144,0.44323594369621594,0.930808275476895,0.6229725038554312,0.5564189844920119,0.7144286429183532,0.5241837134127668,0.6337373204174392,0.5137924831631792,0.8537287308486392,0.6630281142688297,0.762932519630634,0.8493825560445133,0.8644741962438006,0.8726046247518175,0.4077744259344768,0.8259925403157873
1642.14159076,0.8968933868797561,0.8221709518690717,0.9059131048749773,0.7359691244069007,0.471554955920735,0.48636248255415493,0.8758041046623566,0.42791602608724183,0.28106941867053076,0.3676541862736265,0.6845793367567776,0.8320805196930529,0.33044726679054864,0.44473765928691283,0.9307685791472146,0.6244674270403404,0.5575031673306559,0.7141310193469267,0.5248744891284001,0.6341114281428349,0.5144622971066471,0.8546643726566054,0.6635277042059056,0.7616173540107474,0.8497218980429513,0.8681542793057734,0.8737977830672106,0.4093960720458607,0.8263031015393589
1648.57498892,0.8969392258018286,0.8214852531070005,0.9055440148267705,0.7359744159778315,0.4710075889831576,0.4900271534755659,0.8752795232645834,0.42822197746670915,0.27625117809905186,0.3706250664733898,0.6882491941915604,0.8321592681527596,0.33071358625917197,0.4460421447394749,0.9303481696769557,0.6257026702136756,0.5587310269233677,0.713981089473566,0.5254032397379004,0.6345045034275165,0.514896421269578,0.8549945701966243,0.664067766416403,0.7595934988800659,0.8492745726707385,0.8710386069269335,0.8737854190802301,0.4109413794644328,0.8266211278384545
