,CAGR01 Calcite,F1CC06B Magnesite,HS433 Halite,LAZE03 Prehnite,bkr1jb329c Siliceous-sinter,GDS26 Epidote,GDS1 Analcime,NBPP22 Clinopyroxene,LAPP47B Orthopyroxene,LAPO05 Fayalite,LASC02 Forsterite,GDS27 Hematite,NCLS04 Plagioclase,LACL14 Chlorite,LAKA04 Kaolinite,LAIL02 Illite,GDS106 Margarite,c1cy29 Vermiculite,LALZ01 Serpentine,LAMO02 Montmorillonite,NCJB26 Nontronite,LASA58 Saponite,GDS23 Talc,F1CC08B Alunite,GDS145 Bassanite,LASF41A Gypsum,LASF21A Jarosite,F1CC15 Kieserite,799F366 Mg-sulphate
1389.40721715,0.9931696628009922,0.9860458432668813,0.9943250992666992,0.9930164964168067,0.8717181004622446,0.9670836668471242,0.7992697912313033,0.989381419928245,0.8972023151775214,0.7223570962167326,0.7121788146899299,0.9911329431625094,0.883730884048428,0.9617084314178408,0.8558564646939967,0.9659707376404971,0.9556140250274687,0.823101992507941,0.9135136833032184,0.9377524487033198,0.9405495466059789,0.7739006202738131,0.7595042049149885,0.9730951918834075,0.8770086265370391,0.9253736085423632,1.0,0.9078487522679567,0.950354063284577
1395.0151167,0.9929763239638795,0.9829814159457169,0.9933652517006218,0.99294670424729,0.8460259075170621,0.966042261393159,0.7717475249913077,0.9906572452384568,0.8854333514603855,0.7243744963363061,0.7198409615793551,0.9909455071385229,0.886035047025818,0.9605203319962321,0.8423252351721945,0.9599223051483021,0.9315669719953438,0.8293751900813321,0.912834790725474,0.9207488224977922,0.9189233188025268,0.7603354445596228,0.74466448943901,0.9627439845771715,0.8606212991814874,0.919761281978161,0.999767921288024,0.8944149123637025,0.9426273057556201
1400.60415467,0.993314090797531,0.979468972414496,0.9922150540030753,0.9919412213772048,0.8213476958913608,0.9654224931741338,0.7366946080423278,0.9919611946742232,0.8775730317235612,0.7268757800922909,0.7282641820429873,0.990431533818873,0.8885956073370609,0.9689877569896471,0.8388373889151957,0.9534416506706637,0.8923880664971684,0.8498441127275186,0.92612137656627,0.9012734570029532,0.8935441148616172,0.7641431828537786,0.8153692886439038,0.9475895328119366,0.8461093728618861,0.9108808098649835,0.9994345600250123,0.8777692738065819,0.9328207870644419
1406.19775036,0.9937333606602411,0.9752906495570931,0.9914020863591321,0.9907028070587541,0.8029023256180086,0.9650877303365948,0.6915528199510653,0.9936441120666683,0.8719529997580379,0.730759221953882,0.7374760556735034,0.9894589622996339,0.891263484675861,0.9754031055156144,0.8382649009970189,0.947951367008585,0.8498484919283175,0.8672424413255287,0.9422878579418605,0.8825347951660478,0.8691284309223456,0.7578458567877997,0.8806924801381721,0.9257014861552675,0.8290562582640145,0.8985701060799954,0.9998311872073072,0.8579924572689391,0.9211262512854739
1411.81328293,0.9937785379113964,0.971914335794949,0.9913429054210241,0.9895764383647043,0.7938024867428394,0.9637387942137435,0.6395928795095058,0.9952878177357696,0.8652701275809668,0.7352080312117741,0.7467095255848152,0.989123269028496,0.8943825076752496,0.9787237435971238,0.8315993783397111,0.9440835723457365,0.8363533771304801,0.8784902452454153,0.9559545986136164,0.8715078019033952,0.8504054166626732,0.75048123396974,0.9126687529865656,0.8947230370744056,0.8079516181644187,0.8828615318856171,1.0,0.8362893324638025,0.9082398890849964
1417.45083527,0.9940730384712206,0.9695021397111706,0.9908970780290449,0.9881289827679506,0.7926506934311047,0.9614438258113817,0.5938119305056254,0.9963352251238914,0.8571959327969537,0.7395509548581126,0.7556551029900377,0.9897325225471666,0.897401829436956,0.9812790295609379,0.8414233374624441,0.9438927209131496,0.8641851386745765,0.883945575589713,0.9662116677986545,0.8735282606339814,0.8393796757741575,0.7508468592644361,0.9269179314419205,0.8483396720952798,0.786810923445163,0.8643250348529629,1.0,0.8144586235505862,0.8954634650786878
1423.11049053,0.994898541179697,0.9671795015167434,0.9903544357950418,0.9863349529266414,0.7961151154639342,0.9592196665327093,0.5710321783802871,0.9970405935093014,0.8489313713643512,0.7438995392695407,0.7646292683842731,0.9903019762304397,0.9001865508633556,0.9828165499496477,0.8801913698255313,0.9484606395026144,0.9060308487866416,0.8867029772420558,0.9732900040137665,0.8868686495811228,0.8345202471435739,0.7592332496059083,0.9349707677415556,0.7899138965366432,0.7711415791296662,0.844114203638277,1.0,0.7940456922032597,0.8841542444004484
1428.79233216,0.9955248091732534,0.9651526217480889,0.9897642041978985,0.9841292539713933,0.8015456759913444,0.9569906959387312,0.5786378174209624,0.9976629607560261,0.8400797846186131,0.7484513083568285,0.7737987725496509,0.990223827453006,0.9030990068269937,0.9831537203339871,0.9140316327796921,0.9555798077074777,0.9370290898480721,0.8890970697109721,0.9786080094349457,0.903223000864358,0.8340284281870016,0.7717501981459742,0.9411516432389989,0.7635600073682215,0.7653693784754229,0.8242380542202165,1.0,0.7760074227189871,0.8752418286002382
1434.4964439,0.9957592199723214,0.963314797874721,0.9886923822749748,0.9817270244219228,0.8076066634856132,0.9547485602714793,0.6086200854980344,0.9982413482967653,0.8305627294426291,0.753381468208104,0.7832353249566686,0.989840202812547,0.9059717691467047,0.9832394552876079,0.9356456222193846,0.9628935098084358,0.9550779110663394,0.8919295719228446,0.9828439255445452,0.9174776737131388,0.8392493792805131,0.7849390627690123,0.9463554162120833,0.7788063440054803,0.7704382189228686,0.8026391714704355,0.9993677903807529,0.760204219102104,0.8693544530338961
1440.21938683,0.99576640062918,0.9616057828155646,0.9876194508250516,0.9801554907670467,0.8134984093896247,0.952569926077605,0.6470256163323193,0.998753367447187,0.8202787784093598,0.7584113634759565,0.7925208705744579,0.9904318341951703,0.9086858178442666,0.9840116424516234,0.9487950611712535,0.9682281199403961,0.9664901752474433,0.8949838847969375,0.9863655508846813,0.9288333850527313,0.85365700096217,0.7969146798365028,0.9515914999015543,0.8002061952548765,0.7828223725901585,0.7784343766387628,0.9974194486879033,0.7463744057227678,0.8668296635864295
1445.9515979,0.9958251057332655,0.9598883974089891,0.9871162070934414,0.9783166004278208,0.8186509740217209,0.9498906435815012,0.6829929039461762,0.9992906132715519,0.8096572614071796,0.7637606371131682,0.8013642436990515,0.9908193724513779,0.9115724453660514,0.9853075558585062,0.9565167273438313,0.9718252874080777,0.9744655426142923,0.898108170417953,0.989368549261108,0.9365008516091213,0.8736753270328472,0.8066740879821561,0.957401675229975,0.8032197947700916,0.7985376409640207,0.7605933764047437,0.9937264038812275,0.7340467379067216,0.8674112619213156
1451.69304835,0.9958657571584054,0.9584797259785026,0.9870333690404963,0.9747662430890022,0.8229149233230716,0.9469382627520295,0.7099146441352695,0.9997908387701052,0.7989843532083019,0.7689014603012397,0.8100737193557751,0.9905122983685533,0.9145050639862558,0.9875535249573087,0.9617017918072277,0.9748569509306644,0.979846133633073,0.901346634787747,0.9916597254024526,0.9408106103709111,0.8902619043759855,0.8140013607956291,0.9625869135815032,0.7907011844632735,0.8153627397813324,0.7597619197824862,0.9874243497913853,0.723094760516654,0.8699376445818828
1457.44370948,0.9959459965977308,0.9573992846857118,0.9869107925105556,0.9693121189700664,0.8269065520816277,0.9440892594582756,0.7244414082782312,1.0,0.788191026278099,0.7743766691519622,0.8187813469028836,0.9911813475386584,0.9172510563816574,0.9899933966623784,0.9663434386331088,0.9774686592428444,0.9832033953429163,0.9044783336026931,0.9932679664888691,0.943197559584414,0.9003621449969909,0.8192700005420639,0.9664272978653706,0.7737276151217681,0.8301651597511965,0.7708956394824793,0.9771436064722466,0.7134979581620162,0.8734681026446783
1463.20355265,0.9959567183606101,0.9565517969399772,0.9871263036956223,0.9606910033288142,0.8321823838032122,0.9412232250604903,0.7296767019891749,1.0,0.7769464521126377,0.7799890905736327,0.8276608557711742,0.9923301270192671,0.919852142060368,0.9919742368610903,0.9699036549241798,0.9795445598371312,0.9855798802077723,0.9075831906674804,0.9943842552899622,0.9461234462158191,0.9070482287172261,0.8246926340384249,0.9691860611751053,0.756902694760592,0.8398430671532824,0.7821318873939138,0.962877553781023,0.7049605050317151,0.8773495743380902
1468.97254925,0.9962779380657828,0.9559579212281173,0.9878852183624216,0.9467012920631084,0.839839061553857,0.9379115372876325,0.7398729453306145,1.0,0.7657204918983069,0.7852559190490567,0.8367817309033383,0.9930185924266675,0.9224831475734974,0.9938355831233856,0.9728164111503951,0.9813514384582711,0.9877792699718646,0.9110259242127617,0.9949948956940398,0.95008892736981,0.9136998065459534,0.8329772309527167,0.9718629046393849,0.7307896080156766,0.8440005399311902,0.7899400780702598,0.9468786527055184,0.6975907922928549,0.8814323574155136
1474.75040717,0.9968411546377892,0.9554100564764113,0.9885216236164103,0.92896753065485,0.8491825350819011,0.9334735957829001,0.7647598267158143,0.9999956857423734,0.754750352973445,0.7909661755427202,0.8460286458481391,0.9938224263386217,0.9252237303094385,0.9952015124155971,0.9758193555353218,0.9835760669646145,0.9901963072745771,0.9148196343564012,0.9955111437315167,0.9556709228663611,0.921208692003169,0.8443273695820561,0.9748193852252746,0.6985491391261591,0.8467494579352889,0.7947845545980804,0.9337003368805106,0.6918146762955838,0.8860631932740236
1480.53455271,0.996889807834634,0.9549745264873126,0.9894155244326885,0.9214409009143775,0.8590344520211108,0.9281673811137704,0.795855927693818,1.0,0.7433895501614763,0.7966930332538887,0.8550452170730769,0.9949558596477156,0.9282376541136557,0.9963953780910046,0.9784956505653581,0.9854022060667347,0.9921114870995571,0.9189727724722561,0.9968065483413,0.9610719311796957,0.9287819140575376,0.8569982116022611,0.9780149858950942,0.7065959903187771,0.8543883206782195,0.7968948693619495,0.9308393794696099,0.6876289004153822,0.8914241362099954
1486.32495713,0.9967611652602498,0.9546745839825093,0.9907711569133666,0.9332962507517839,0.8689113787614455,0.9229060114285342,0.8244288191574879,0.9998800747453114,0.732062649364711,0.8024861980140361,0.863919788766834,0.9963188321139742,0.9313151875995613,0.9971063723696054,0.9804298849744014,0.9866108155767024,0.9933634609022771,0.9232244171221407,0.9979069546913443,0.9655519196258938,0.9356052429472773,0.8689053957052014,0.9809821174511978,0.7633978945995519,0.866564217759905,0.7965853180796943,0.9423223610558843,0.6842092144040306,0.8973736085836592
1492.12159183,0.9970664804174298,0.9544827668264996,0.9917292361239627,0.9535900532901689,0.8784819120234068,0.9167859008733031,0.8486704447718485,0.9997385595452611,0.7208032721553131,0.8087857985990343,0.8725907323749102,0.9971464901634085,0.934246585340554,0.997482257626238,0.9819183008324716,0.9880122864183335,0.9939503618401039,0.9274066569285245,0.9985502700472894,0.9694687443102786,0.941558858232125,0.8795132092574182,0.9830094746065582,0.8143126482815963,0.8786596337149274,0.7977063945645912,0.9586305191419159,0.6807310719846426,0.9036683120761547
1497.92442836,0.9974520139261577,0.9545100632466049,0.9919620353992548,0.9685672882113454,0.8876423881457897,0.9090173190286034,0.8685772150971407,0.9999067907702057,0.7094229233592882,0.8154013174952611,0.8806920472041085,0.9967852173996296,0.9367522319581507,0.9975931170820282,0.9828895558571713,0.9894192657818496,0.9936044777829466,0.9317187527107297,0.9991137925459532,0.9727573895991025,0.9468025405859399,0.8891772990810576,0.9844496333341425,0.8472176544633809,0.8900839251476116,0.8053987635175369,0.9689663563749442,0.676930024722018,0.910011651968972
1503.73343845,0.9976352969482133,0.9545577266374589,0.9924526572876876,0.9772382283606292,0.8963193495641685,0.9002611406129039,0.8846250657208787,1.0,0.6978948680283928,0.8220220922320844,0.8884049501630598,0.9961501812459255,0.939235540920809,0.9969618630074583,0.9845719353340683,0.9907749948801838,0.9928863334925945,0.936218863784428,0.9994488909643799,0.9757704568698272,0.951610116510027,0.8977967815575282,0.9855700304161007,0.8739118342427947,0.9010214534683029,0.8179410863999023,0.9739143664233162,0.6725867173897232,0.9161516096739891
1509.54899004,0.9977063704381488,0.9548167982338017,0.9929444803897038,0.982426617611898,0.904479521006391,0.8911175692299754,0.8979660299664953,1.0,0.6864382987750256,0.8284246038984029,0.8958517255728344,0.9960445429310578,0.9418425911966921,0.9965318038185138,0.9866937438373363,0.9920485175496424,0.9925517861909161,0.9409491946282804,0.9997349413788111,0.9788142772300835,0.955937285849992,0.9057412118090157,0.9863206784810563,0.8992179333892233,0.9103864962716163,0.829482718987973,0.9761524957963885,0.6675340548195227,0.9219283394559762
1515.38336105,0.9976349421648901,0.9553874754301475,0.9931049878086798,0.986256655909297,0.9121911310211126,0.8820577343708876,0.9097850646320319,1.0,0.6751052593649167,0.8352146098348783,0.9033723962117779,0.9968361632090172,0.9443310668083729,0.9965590661083176,0.9883027700016541,0.99313640671615,0.9918018649396779,0.9460232715011931,1.0,0.9808580510993208,0.95975502177558,0.9130746734909385,0.9868615282135544,0.9198357963699499,0.9175703623617704,0.8369507432615805,0.9763831011297479,0.6619701768917762,0.927276041731143
1521.23658861,0.9976984980648329,0.956238380539276,0.9932854921453024,0.9891878678621546,0.919442986104331,0.872696108761458,0.9208847034438621,1.0,0.6636158732416455,0.8420339922100345,0.9105857080879236,0.997613382773733,0.9468297446082559,0.9963173651686114,0.9893379596795723,0.9937501593186153,0.9907339572842131,0.9510785828642634,1.0,0.9829915823212646,0.9632206945032074,0.9198645145090775,0.9868711163610175,0.9349895276575344,0.9225461114168053,0.8402674446546335,0.9751736971113731,0.6557789447815102,0.9321662210870267
1527.10870977,0.9977191067942014,0.9572164567172262,0.9940818581744916,0.991235477090378,0.9262196066548728,0.8631031652253793,0.9306910313633762,1.0,0.6523324976626853,0.8483826308725411,0.9176697948380392,0.9980050453709727,0.9493974237623858,0.9958827224683058,0.9903550648734227,0.9939499335750158,0.9893533742115839,0.9560920555478845,0.9998558069294803,0.9850061438281363,0.9662376639468856,0.9264452019508472,0.9857294703305116,0.9458686485022091,0.9257514516170559,0.8411307635431069,0.9738259993739777,0.6490961401115565,0.936620762497187
1532.99976154,0.9977623050201496,0.9582823670027942,0.9953021942757193,0.9927648536453388,0.9325783314471058,0.8534781957521999,0.9390548358739681,0.9998604935151345,0.6410086438056604,0.8549998155252385,0.9247249331396404,0.998096092963881,0.9515838030979903,0.9955939659053274,0.9916226897148482,0.9948628604469999,0.9877865476493343,0.9607190922013971,0.9996414019333455,0.9865741209311921,0.968895925787035,0.9326669591507928,0.9842131154643664,0.9541379494802738,0.9281211451261473,0.8413163188197013,0.9725529575954828,0.6422090568864007,0.940685158748807
1538.90978084,0.9980078799819652,0.9595414262815709,0.9962920904700567,0.9935607347769783,0.9385798470982959,0.8457324980049215,0.9460093305584724,0.9999276840847654,0.6296923121109999,0.861767606823557,0.9313982050573375,0.9989081913676975,0.9537138190807977,0.9954868599085881,0.9927950703123276,0.9963428820568552,0.9871910928714717,0.9647766359938112,0.9995393002387435,0.9884143655203442,0.9715264619056114,0.9388118092272304,0.9841277512364673,0.9614904826614652,0.9311823247215204,0.8437436563581535,0.9715518234280579,0.6354647874423761,0.9444506498258534
1544.8387776,0.9979822802612565,0.9610803732587007,0.9965572637326384,0.994228295764974,0.9442858126274818,0.8438529834039772,0.9525012128665655,1.0,0.6187298153890878,0.8681956401855973,0.9376941789954254,0.9995703467170165,0.9560312371190133,0.9957147777261475,0.9941433272776404,0.9970588628190374,0.9879820943028116,0.9680471750398261,0.9996243242322972,0.9897840675846264,0.9737377111909661,0.944640596208295,0.9863102993049434,0.9674227128284256,0.936115198283627,0.8509666130766281,0.9713757774195997,0.6302677974487214,0.9480207046416746
1550.78660554,0.9979103777401493,0.9630416780316038,0.9968585611641941,0.995317091329362,0.9495734255284609,0.848141985833219,0.9587128705352959,1.0,0.6077765352359514,0.8744344856406882,0.9437757202346714,0.9995836178016032,0.9578104473181723,0.9960227675033226,0.9949816203970324,0.9973947434735871,0.9892798885810518,0.970782163051694,0.9995910198563345,0.9899464069148529,0.9757639383801291,0.9498572218614363,0.9892194960907391,0.972125950276548,0.9428310848201843,0.8628020046326196,0.9719151660347054,0.6286598046555714,0.951376795753213
1556.75329898,0.9979657755933661,0.965154512897071,0.9973465814786207,0.9962047030316057,0.9544652021570447,0.856221795212457,0.9640224294647953,0.9998363565789962,0.5968020793495625,0.8803940984816822,0.9496487176059838,0.9997238578610927,0.9593913364212332,0.9962891336603436,0.9952318263846757,0.9976319244434428,0.9905494441322252,0.9727236411989452,0.9995644802196287,0.9906028789724626,0.9778118198733189,0.9547205644395278,0.9913882771583061,0.9760073927293207,0.949884797720056,0.8767428488134873,0.9733700291057051,0.6301758316553292,0.9545047920562821
1562.73889214,0.9981334122110769,0.9671062897056049,0.9979237761899041,0.9969306619250152,0.9590606898793015,0.8651382297761725,0.9684841086063858,0.9999173375304363,0.5859897653923659,0.8857339639020487,0.955175328802233,1.0,0.9612136591810088,0.9963970040141318,0.9959106746191365,0.9979328331103628,0.991196073205389,0.9742225027622746,0.9998216613396959,0.9915443902100348,0.979859003102103,0.9596612652844939,0.9926861002836566,0.9790952440377154,0.9563828813120363,0.8898392649354722,0.9760291916508674,0.6326265911597884,0.957488201961787
1568.7434192,0.9981235886960278,0.9692294277301892,0.9976104511810698,0.9974865914413843,0.9632766690328622,0.8731879414631449,0.9723605639564621,1.0,0.5753755440216103,0.8909956585095007,0.9603076460498605,0.9998100913181787,0.9626593259871381,0.9966923774581011,0.9967714011234654,0.9980610763984212,0.9914994119317923,0.9758850833079853,1.0,0.9931927740066879,0.9818483744241515,0.9641241780940462,0.993505485343275,0.9814071598998475,0.9621954425311652,0.9011234818697701,0.9789949075347905,0.6346218586191433,0.9603798631728826
1574.76691423,0.9979708970798004,0.9715458751137375,0.9970836691646813,0.9979473223297219,0.9671417319297902,0.8802515790056653,0.976233854786382,1.0,0.5646778156455692,0.8966224535236211,0.9652862673554963,0.9996556267623578,0.9640509800128779,0.9969870679534778,0.997409500026662,0.9984905133589873,0.9923801505593598,0.9778092080080191,1.0,0.9948171035676405,0.9835990408150815,0.9677724177247314,0.994257514557366,0.9832965903465487,0.9673732154320879,0.9107436951820118,0.9820269565028,0.6356473388567452,0.9631340079790743
1580.80672696,0.9978368094145207,0.9736273892831651,0.9972726171709575,0.99821923798921,0.9707955291256861,0.8868584656722637,0.9803268886578017,1.0,0.5541718688443347,0.9022091136886788,0.9699985348809145,0.999845945684958,0.9655086507242715,0.9976458395355006,0.9980942221535044,0.9992687142403551,0.9935742501036757,0.9797642358918446,1.0,0.9952040280811935,0.9851958921790953,0.9713012426065104,0.9948915183755342,0.9847320925167193,0.9717394399540065,0.9198681617851,0.984695824568732,0.6356852904837599,0.9657583251717577
1586.85843732,0.9979131008869082,0.9754583989898814,0.9978143245532739,0.9985216555428857,0.9741811376802224,0.8931008833397963,0.9843338915407708,1.0,0.5440163412021113,0.9078498302144117,0.974237179438852,0.9999539311012723,0.9667721834760578,0.9983715215261147,0.9982708625642331,0.9996023360482296,0.9947862315178305,0.9814707353799501,0.9998816439770689,0.995897792505591,0.9866098686026405,0.9750634846732616,0.9952060597021488,0.9859232087616598,0.9751779210570947,0.9283633874910092,0.9872625919417254,0.6348286110035282,0.9683407003652618
1592.92202448,0.9983894745879948,0.9772319454972074,0.9978279342571293,0.9987935660210059,0.977311598332205,0.8986874460004294,0.9874170298993694,1.0,0.5339878644469578,0.913592970114983,0.9779292337554164,0.9998664349611861,0.9681016202097819,0.9987762497781393,0.9987491094542512,0.9996752352346876,0.9958839562343587,0.9832274344659369,0.9996386457671412,0.996787613836467,0.9879214403949012,0.9785896109251585,0.9954022156663037,0.9873267418649065,0.9785918518092015,0.9362776903551088,0.9899124263195084,0.6335553454779098,0.9708242953256827
1598.99746754,0.9992203867071305,0.978991792222204,0.9971338261666948,0.998512338200176,0.9802075787278183,0.9035788548496541,0.9893481927524369,1.0,0.52396915097778,0.9190796344679473,0.9813758418113501,0.999653929363801,0.9698074675342518,0.9993301698417065,0.999362680672769,0.9995907076052786,0.9964582825044261,0.9848511398676921,0.9997552801660851,0.9982242302395169,0.9892652327050253,0.9817241684452032,0.9958641068325776,0.9884239238715353,0.982673142223007,0.9441811181549875,0.9922897800771107,0.6324223511323098,0.973292987628302
1605.08474557,0.9994311929742289,0.9808099717658282,0.9966202110409942,0.9984768598477723,0.9828584736407189,0.9078647456309933,0.9912885204706484,0.9999959384245888,0.5139616852742976,0.9240828478667498,0.9849080112855656,0.9997371987546091,0.9715595399618917,0.9996090904426348,0.9998313115495968,0.9994321856339405,0.9968123432490243,0.986096577482067,0.9997460804255235,0.9990018638429025,0.9903792423479357,0.9844348154868453,0.9965436704130287,0.988705942581917,0.9863766835473132,0.9520744071988078,0.9942332395479735,0.6314682164992865,0.9756717736828201
1611.18383758,0.9991858944446995,0.9824992765553244,0.9966975781329576,0.9990098405430472,0.9852840626630064,0.9116662404055234,0.9936735286440788,1.0,0.5043710717991375,0.9292203200854083,0.9879528847537319,1.0,0.9731697403274914,0.9996451777013189,1.0,1.0,0.9977383854534907,0.9872771800288527,1.0,0.9994502249464028,0.9914178075905489,0.986608413749726,0.9970028256987243,0.9898761859569031,0.9890938652138495,0.959746100353862,0.995856532440434,0.6313882842354955,0.977970393031578
1617.31109985,0.9989477154773798,0.9841306156079075,0.9973229372315431,0.9993477011250332,0.987527492386042,0.9147842663782317,0.996087918714473,1.0,0.49524792529181605,0.934449202554245,0.9904372133603946,1.0,0.9743174696135583,0.999567793136023,0.99990521968914,1.0,0.9987717807262865,0.9882247658206286,1.0,0.9991654411136346,0.9924114248499617,0.9890921405291345,0.9971755823075206,0.9914570679146407,0.991628753241512,0.9669766949241468,0.9971627992297966,0.6323544850781136,0.9802246512845773
1623.47024896,0.9989923383158392,0.9855022055048617,0.997662879067755,0.9993782307147773,0.9896639874705603,0.9177116150805235,0.9979280160068016,0.9997801638209909,0.4862605244571327,0.939475548283149,0.9924403664931211,0.999549311790875,0.9748787575475913,0.9995548350434578,0.9995359238098093,0.9996591201187017,0.9995196953426635,0.9888520582858159,0.9997323762920411,0.9983797527437136,0.9930842041880474,0.9915123582893052,0.9972801133095772,0.9926844333470906,0.9941062633973914,0.9733061618101606,0.9981801938317486,0.6344017776887764,0.9824351237828117
1629.66154068,0.9990110897497204,0.9865811153636176,0.9975354271123239,0.9994521809725327,0.9916511229121219,0.920934635560292,0.9990756191557795,0.9995100345238245,0.47768666881191535,0.9441320109889,0.9943813052848214,0.9991079038638757,0.9753033318121229,0.9997051839043447,0.9993234271270922,0.9994881410572916,0.9999802537042322,0.9895822556836281,0.9997035543833074,0.9980221089379411,0.9937228882797547,0.993635997618627,0.9973048589939661,0.9936231700110882,0.9964265946469283,0.9792656495998994,0.9988689642235203,0.6374237540153689,0.9845628814735415
1635.88523392,0.9994833773040472,0.9873014618928306,0.9970030714890595,0.9997148889874158,0.9934337498667156,0.9240756253958129,0.9998000691646678,0.9995516693673221,0.46941104244043996,0.9489906014888821,0.9962197926966893,0.9989712358114279,0.975695664128845,0.9998706191309458,0.9994106877496584,0.9998953430271281,1.0,0.990556141986308,0.999853874327631,0.9983010995735405,0.994575290395458,0.9960305932378568,0.9972931555306201,0.9945145387126243,0.9983020714623574,0.9850012446625076,0.9994025007914685,0.6417051952678964,0.9865513186979362
1642.14159076,1.0,0.9877824518141477,0.9961969379445561,0.9999500629406266,0.9948913314041924,0.9270917781448027,1.0,0.9998902512806468,0.46147981467743143,0.9535358011257965,0.9975096479922705,0.9989315608546392,0.9761372614213893,1.0,0.9997826833411455,1.0,0.9999059252977746,0.9913716669397826,1.0,0.9985103676864349,0.9954782115152306,0.9979589657177197,0.9973644703943392,0.995156402520283,0.9993874583327317,0.990053718637498,1.0,0.6469945912071133,0.9883959758700102
1648.57498892,1.0,0.9885198709866678,0.9959092281448922,1.0,0.9961097366037308,0.9302985806333509,1.0,1.0,0.45376419322829853,0.9577051470459937,0.9985785272949919,0.9988880744055677,0.9765901796148878,1.0,0.9997761231940573,1.0,0.9999744394144289,0.9922806956962619,1.0,0.9985567723994893,0.9960209343772068,0.9993959290301417,0.9973955545465286,0.9949502558268067,1.0,0.9940502734856058,1.0,0.6521164702793089,0.9901324316853161
1655.33520858,0.9997960739855639,0.989191394451215,0.9961365787351213,1.0,0.9971669072197118,0.9332899247464701,1.0,0.9999741394591158,0.4460313814918499,0.9627138381102065,0.9991512133458073,0.9987148322153908,0.9772469920372125,1.0,1.0,0.9996777746846338,1.0,0.9934807047728604,0.9999060789695838,0.9989585125632332,0.9965748089213655,0.9998764318783607,0.9974245321978619,0.9940564866572997,1.0,0.9972656597469406,0.9995817781646641,0.6564176842591031,0.9916589156971967
1662.47344048,0.9993731387052305,0.9896468739431471,0.9967867063526361,0.999680984162577,0.9980319161245681,0.9356392523857848,1.0,0.9996254873612581,0.43803146932375636,0.9677716036336255,0.9995840994872472,0.9981526587264772,0.9778189958398265,1.0,0.9999461738105603,0.9989748961820254,0.999914968473407,0.9946630235236835,0.9999036101857668,0.9995631070006281,0.9971494499261703,1.0,0.9973802303799313,0.992323787828197,1.0,0.9994260526734341,0.9985076882973175,0.6601357219938908,0.9929018314913617
1670.05561049,0.9993579330473412,0.9902588848860743,0.9973873744372173,0.9994594437037322,0.9986934829865954,0.937426134563121,0.9994970951627461,0.9993787273304386,0.4296913605671138,0.9718865034401132,1.0,0.997385241054604,0.9784173977949531,0.9997560459833092,0.9992570565009419,0.997996399439671,0.9993652136410841,0.995481794511728,0.9998543885776517,0.999981864983598,0.9975230407220327,1.0,0.9967377864491878,0.9891971924899401,0.9989368103782856,1.0,0.9975609457986041,0.663779450960607,0.9937518637690944
1678.16902352,0.9995182225023436,0.9907673641447203,0.996862448976793,0.9995368548514357,0.999309395227951,0.9397957930342158,0.9981922798502627,0.9989188310527913,0.42055976846125426,0.9758388601172868,1.0,0.996784513172243,0.9796358070928394,0.9996430278888039,0.9994739379145727,0.99770407765628,0.9988722429396051,0.9962731456328926,0.9999249036095923,1.0,0.9979510977652091,1.0,0.9962779984629766,0.9852875990896327,0.9980800863594632,1.0,0.997627695235229,0.667294368194055,0.9944072893583555
1686.55255666,0.9995228381398913,0.9912640115205364,0.9961359227359265,0.9997155902874588,0.9998254260691429,0.9444408426463061,0.9967788919306579,0.9983624526726205,0.41138412781663386,0.9795476692363868,1.0,0.9973779051413013,0.9805611525460508,0.9997693683023071,0.9996330948182911,0.998000022009969,0.9992254609034754,0.9971843426441752,1.0,1.0,0.9984772928686148,1.0,0.9971940998301454,0.9809214115597532,0.9971310699819486,0.9988224284774132,0.9983477340505286,0.6707687066840191,0.9947315499567344
1694.9652068,0.9997642618351841,0.9918237637368629,0.9962390665610711,0.9998357182097961,1.0,0.9510378008297244,0.9944365974181553,0.9976456096760798,0.4029165218123836,0.9829236166381524,1.0,0.9989539899620727,0.9813617442004556,1.0,0.9998567511252203,0.998609252780221,1.0,0.9979923686277697,1.0,1.0,0.9991246308470297,1.0,0.9993614964312959,0.9759482448197166,0.9950568232198009,0.9938868185932739,0.9990070634630553,0.674333026418551,0.9946278557170036
1703.40698655,1.0,0.9927847171436758,0.99718308400318,0.9999841326999864,1.0,0.9556708913386105,0.9904341099370245,0.9967201478491199,0.3952908665264596,0.9861285140592152,1.0,1.0,0.9823149954918842,1.0,1.0,0.9994359262896935,1.0,0.998710273004248,1.0,1.0,0.9998594476230501,1.0,1.0,0.9694563287613281,0.9910005948263056,0.9844069859621194,0.9997392650539279,0.6782472230718589,0.9944526266281566
1711.87790799,1.0,0.9936802477169302,0.9981131178877621,1.0,1.0,0.9585338500448422,0.9836308224617724,0.9954871387208631,0.38792978054581556,0.9891320679670799,1.0,1.0,0.9828972700936902,1.0,1.0,0.9999073107697052,0.9998857322404319,0.9993801256628896,0.9998691660390224,1.0,1.0,0.9990270250496314,0.9989512453140109,0.9595368486818647,0.9846986673257151,0.9705815349429081,1.0,0.6830500805629957,0.9944932509723147
